StartNode;EndNode;Distance;Time;Nodes visited
7143;45586;76984,62;28;75585
54303;104976;231529,1;74;192497
110043;85485;447780,8;92;273192
97223;23351;120960,1;18;54237
27437;76745;160517,8;48;138506
33700;109290;154256,8;63;164832
52774;62749;45232,52;35;54162
48061;16311;144924,1;20;62577
108105;51581;29239,42;11;32839
15858;55599;287843,4;79;227714
59515;68261;110746,9;41;119924
80102;48889;148439,6;39;117380
110763;19663;70103,88;18;55868
46966;25179;246595,6;232;233283
62527;48870;27592,03;1;4679
102597;104723;121207;59;142117
50918;28769;89984,23;23;59638
50446;44749;260567,2;108;276166
32301;44026;29357,56;2;7401
46200;29197;345814,7;128;282822
91912;88362;323517;77;204842
9622;56247;164408,5;64;170200
23476;85541;83620,82;35;78250
22680;35607;323980,7;125;285506
108305;106306;140906,6;54;133280
33865;79517;290930;98;242458
91475;52573;100089,4;29;83783
79176;5413;86041,86;28;74317
107905;90380;15360,45;12;32419
38519;72044;110156,3;42;76962
74516;92258;293202,7;61;177961
87839;42668;178216;51;142849
58372;24004;18629,26;12;34292
12303;3311;302677,7;96;273842
5380;100352;117889,2;31;85388
77378;84844;38020,59;14;30428
58639;23854;219889,6;60;127824
25412;25222;258624,8;89;225349
110675;11358;351765,1;87;247485
30566;69912;202172,1;69;162873
15005;23080;259617;79;223600
30165;81237;62486,6;11;33021
79265;26888;452459,3;110;291530
49812;69512;295932,2;54;158517
104370;19868;202328,7;44;124138
13845;31055;400497,8;106;278399
82100;94499;157555,6;60;159480
27168;112367;438151;112;291484
23304;104993;89455,27;13;36541
8604;83477;309333,3;110;290372
74136;87897;203995,7;82;203103
5994;6630;249235;119;143966
107625;55321;9513,279;9;8647
93692;82683;42601,97;31;22622
93397;27160;38411,13;19;16748
77253;64759;56212,67;30;50014
37738;70814;208997,5;54;155547
14267;49560;232975,9;96;209552
109674;57510;18477,74;1;3268
70998;27583;311574,5;77;209686
111745;111999;130825,8;39;107901
101746;39265;252948;90;194668
61307;45219;277127,3;63;169676
62635;55959;130882,1;43;121408
75243;44355;171878,7;39;115995
3938;23943;38800,7;2;6968
46887;80820;331209,4;113;281454
89807;77210;91712,28;33;96034
92081;9242;108283,8;26;78436
67494;17341;302495;93;248941
81995;50033;321078,4;89;223221
25656;8874;73074,02;29;53456
67254;51482;199019,7;65;174302
69210;24576;335498,4;90;243617
91915;62175;248797,4;113;279080
49323;80042;259431,2;100;228350
113568;49087;111178;31;87509
84630;95089;129045,2;42;119118
39105;2213;290928,6;80;226012
56988;32033;335129,8;104;256316
2123;70236;321702,7;98;272372
15584;42354;203610,5;60;167321
10491;13794;379231,5;216;279794
23926;47138;287001,6;110;244581
73445;32464;258634,3;58;169364
79120;61756;300202,7;77;223221
73781;38104;337606,3;103;251961
76301;61711;225765,5;98;280092
86342;92872;143475,5;48;137898
85702;9825;162036,6;68;139817
89701;38059;233020,2;80;211760
77736;13067;100660,8;25;71120
108723;37588;103364,2;40;108950
24067;111492;113849,4;29;77482
109882;108409;94854,83;30;81361
38104;89868;199357,8;80;175104
65945;35460;13671,34;8;22352
15217;11759;294618,8;63;183637
34449;96994;131196,1;52;143225
112074;53460;240614;71;204069
27556;22071;378720,8;116;269030
64822;59450;125630,1;43;111778
6260;75464;250319,2;83;218561
86477;22918;22203,02;1;4963
8746;59925;147386,1;57;164049
30203;47163;315604,3;92;215777
56023;77756;307223,8;63;185620
106192;2516;103972,3;13;41461
47322;86594;308866,4;104;276148
103419;26125;106829;26;70208
108052;102944;329084,2;105;223620
109502;38320;56732,54;19;45999
22886;64541;212551,9;89;219014
27261;103040;231376,6;62;168332
94489;32242;24258,41;2;7594
95960;67630;222448,2;97;189129
86928;18285;461614,4;225;274044
30011;7464;48035,01;11;29459
31328;62295;223450,9;78;205455
25014;86963;256803,8;59;163392
99663;91870;130853,2;44;108876
59664;18782;95698,71;30;55783
93129;51153;310620,9;106;281220
49671;25480;155024,4;54;135451
63733;1430;48020,26;10;29396
84814;99786;50447,09;10;27626
65090;107494;287325;61;175546
105448;81631;141773,1;73;162869
52577;21936;247348,9;104;267218
109348;19397;35743,63;10;26765
79127;111653;277789,5;88;231055
64894;102085;214213,6;79;184174
104519;87907;335769,6;94;268077
86196;39858;141546,1;17;51171
55266;41123;77732,52;27;78857
1111;77677;289735,1;112;243625
92756;16181;313665,1;98;262037
43279;90719;333453,7;102;297460
58883;85425;278932,3;110;262273
45282;109021;347209,3;110;295259
53369;69009;54696,2;18;54186
82200;94530;212353,6;44;123907
96507;100834;272704,1;92;213700
66886;36209;160944,9;60;150723
15708;63388;187147,6;45;116188
9718;3078;259911,3;110;266859
12743;61703;211205,8;174;190523
67580;104735;384127,4;113;293394
60325;45044;222506,5;79;204209
59428;9812;325608,8;102;228572
83906;22609;214602,7;94;252767
318;7137;182143,3;54;146805
7029;48909;160548,5;40;111269
64215;14728;92110,05;49;100462
22748;80843;97225,64;15;43764
90345;327;159963,6;71;196805
