StartNode;EndNode;Distance;Time;Nodes visited
1553984;1649549;375472;395;192325
499207;603335;320481,5;23;20288
1148058;1246334;265162,2;30;16678
1650885;1321517;603044,7;61;53233
359932;1579520;338724,2;237;140096
404795;800896;891090,9;156;129912
1387479;686959;361757,8;54;42213
634629;383038;25721,07;23;20581
1628465;317990;127585;5;4931
1348356;892399;524914,7;317;202935
1683477;142400;404323,5;261;181734
1577194;1080472;429118,4;86;65126
1337409;856886;386244,9;150;121210
1365101;1368404;79857,93;9;8175
118730;1254488;253692,3;68;59470
67351;697113;381230,7;60;52343
1562936;985462;413963,8;195;105962
743045;1511158;300175,5;16;12949
1724704;954838;636521,6;94;78243
726496;768841;648366,5;100;80838
1391082;1664358;226586,1;7;7401
253996;1692025;511928,4;28;26024
717230;1463738;202677,3;15;10748
788977;260778;318839,2;61;47788
888789;59852;55421,48;42;33289
500092;857045;169228,3;6;3652
1528697;1151089;202601,5;24;13012
412882;1411583;460050,1;1439;752170
72354;1163334;364304,5;303;220221
1010524;291172;558231,3;576;379060
1202787;850042;359536,1;131;94786
1512168;1452281;468916,9;134;96139
982559;402017;197964,2;25;21008
1688513;868069;537714,8;389;282228
402933;673627;580785,6;117;97602
1336093;579514;333783,8;14;12926
1245916;19119;173452,2;24;20290
1633002;1629768;525514,8;63;53828
363241;1618270;597726,1;35;32796
67909;1104323;293104,7;76;65294
479614;58878;53320,98;1;1188
754396;954904;260498,4;115;54034
913014;411847;655776,1;75;51594
572579;1076060;123122,7;8;7166
1438803;561370;50690;11;9645
1688913;435324;624078,9;127;95982
887608;1108600;320759;57;44812
461570;1148553;76558,02;18;15487
179856;1009548;526643,6;440;281642
481178;386959;519346;319;195972
316864;20720;661453,9;549;294594
1401518;1571064;699405,2;333;235307
1265551;949183;256375,1;53;28738
1649771;393763;305150;206;152885
1523180;187185;492524,4;270;213000
800092;1136852;296547;6;6332
223263;521509;645014,2;274;87393
1547465;1143909;394919,6;68;28877
95646;557264;347746;30;25212
539266;570712;611542,6;74;67855
1574036;612452;194993,1;17;15294
1173864;1586161;599841,1;71;58556
729313;900769;500537,2;242;159807
1436504;137315;74685,72;23;19646
1302147;484448;240835,8;163;107910
1449911;1098291;101117,4;13;11710
1137091;1425548;82164,22;2;2596
787458;458894;201223,5;149;77301
401958;927931;363751,2;301;199574
1433952;1708430;936502,2;195;151240
506674;178816;695336,8;632;402898
1297478;1251618;91472,45;0;548
1505876;552060;449929,7;63;26040
212060;366099;229621,6;74;55306
1305734;1062260;720508,3;205;159354
1052906;1367191;918939,2;821;557273
470282;1655065;315870,2;111;49795
557521;1449010;653047,6;34;29002
591455;1559955;454145,7;81;64742
841750;364782;680372,8;178;136774
1257277;1512455;111916,4;56;48594
836214;1038731;192981;40;35801
481872;1446399;268991,8;7;6716
1744359;542313;133649,2;68;18046
1478649;1088571;554518,1;392;162330
741950;912314;367196,8;196;119622
867910;575435;268389,8;38;34414
64037;1395220;229369,4;6;5524
1059572;1666844;158000,2;16;6215
80285;177252;277433,6;35;28739
688708;1070405;416303,7;98;77174
576180;239887;526351,6;734;469083
1176141;82720;130277,6;4;4542
628009;1226625;730677,6;162;123352
